,Unnamed: 0,fname,xmin,ymin,w,h,name,id,height,width,iscrowd,area
1401,1401,ssd_20170313_12.png,2065,806,80,80,class0,284,1201,3600,0,6400
1402,1402,ssd_20170313_18.png,2060,813,80,80,class0,285,1201,3600,0,6400
1403,1403,ssd_20170314_00.png,497,819,80,80,class1,286,1201,3600,0,6400
1404,1404,ssd_20170314_06.png,495,832,80,80,class1,287,1201,3600,0,6400
1405,1405,ssd_20170314_00.png,2058,822,80,80,class0,286,1201,3600,0,6400
1406,1406,ssd_20170314_06.png,2058,824,80,80,class0,287,1201,3600,0,6400
1409,1409,ssd_20170314_12.png,1074,669,80,80,class0,288,1201,3600,0,6400
1410,1410,ssd_20170314_12.png,484,846,80,80,class2,288,1201,3600,0,6400
1411,1411,ssd_20170314_18.png,479,857,80,80,class2,289,1201,3600,0,6400
1412,1412,ssd_20170314_12.png,2063,829,80,80,class0,288,1201,3600,0,6400
1413,1413,ssd_20170314_18.png,2072,841,80,80,class0,289,1201,3600,0,6400
1416,1416,ssd_20170315_00.png,1072,671,80,80,class0,290,1201,3600,0,6400
1417,1417,ssd_20170315_06.png,1062,660,80,80,class0,291,1201,3600,0,6400
1418,1418,ssd_20170315_00.png,481,872,80,80,class2,290,1201,3600,0,6400
1419,1419,ssd_20170315_06.png,477,888,80,80,class2,291,1201,3600,0,6400
1420,1420,ssd_20170315_12.png,474,899,80,80,class2,292,1201,3600,0,6400
1421,1421,ssd_20170315_18.png,477,917,80,80,class2,293,1201,3600,0,6400
1422,1422,ssd_20170316_00.png,366,458,80,80,class0,294,1201,3600,0,6400
1423,1423,ssd_20170316_00.png,484,936,80,80,class2,294,1201,3600,0,6400
1424,1424,ssd_20170316_06.png,500,959,80,80,class2,295,1201,3600,0,6400
1425,1425,ssd_20170316_00.png,543,674,80,80,class0,294,1201,3600,0,6400
1426,1426,ssd_20170316_06.png,540,694,80,80,class0,295,1201,3600,0,6400
1427,1427,ssd_20170316_12.png,1007,695,80,80,class0,296,1201,3600,0,6400
1428,1428,ssd_20170316_12.png,1301,677,80,80,class0,296,1201,3600,0,6400
1429,1429,ssd_20170316_18.png,1298,664,80,80,class0,297,1201,3600,0,6400
1430,1430,ssd_20170316_12.png,523,983,80,80,class1,296,1201,3600,0,6400
1434,1434,ssd_20170317_00.png,899,649,80,80,class0,298,1201,3600,0,6400
1435,1435,ssd_20170317_06.png,892,656,80,80,class0,299,1201,3600,0,6400
1438,1438,ssd_20170317_12.png,914,653,80,80,class0,300,1201,3600,0,6400
1439,1439,ssd_20170317_18.png,942,659,80,80,class0,301,1201,3600,0,6400
1440,1440,ssd_20170317_12.png,1698,726,80,80,class0,300,1201,3600,0,6400
1441,1441,ssd_20170317_18.png,1709,718,80,80,class0,301,1201,3600,0,6400
1442,1442,ssd_20170317_12.png,1356,487,80,80,class0,300,1201,3600,0,6400
1443,1443,ssd_20170317_18.png,1343,480,80,80,class0,301,1201,3600,0,6400
1446,1446,ssd_20170318_00.png,973,706,80,80,class0,302,1201,3600,0,6400
1447,1447,ssd_20170318_06.png,966,709,80,80,class0,303,1201,3600,0,6400
1448,1448,ssd_20170318_00.png,584,694,80,80,class0,302,1201,3600,0,6400
1449,1449,ssd_20170318_06.png,598,702,80,80,class0,303,1201,3600,0,6400
1450,1450,ssd_20170318_00.png,1329,488,80,80,class0,302,1201,3600,0,6400
1451,1451,ssd_20170318_06.png,1326,498,80,80,class0,303,1201,3600,0,6400
1458,1458,ssd_20170319_00.png,653,661,80,80,class0,306,1201,3600,0,6400
1459,1459,ssd_20170319_06.png,653,666,80,80,class0,307,1201,3600,0,6400
1460,1460,ssd_20170319_00.png,1781,702,80,80,class0,306,1201,3600,0,6400
1461,1461,ssd_20170319_06.png,1767,708,80,80,class0,307,1201,3600,0,6400
1462,1462,ssd_20170319_00.png,1290,490,80,80,class0,306,1201,3600,0,6400
1465,1465,ssd_20170319_12.png,1177,694,80,80,class0,308,1201,3600,0,6400
1466,1466,ssd_20170319_18.png,1155,674,80,80,class0,309,1201,3600,0,6400
1467,1467,ssd_20170319_12.png,1785,704,80,80,class0,308,1201,3600,0,6400
1470,1470,ssd_20170320_00.png,1165,694,80,80,class0,310,1201,3600,0,6400
1471,1471,ssd_20170320_06.png,1153,694,80,80,class1,311,1201,3600,0,6400
1474,1474,ssd_20170320_00.png,1634,506,80,80,class0,310,1201,3600,0,6400
1475,1475,ssd_20170320_06.png,1605,504,80,80,class0,311,1201,3600,0,6400
1478,1478,ssd_20170320_12.png,938,673,80,80,class0,312,1201,3600,0,6400
1479,1479,ssd_20170320_18.png,923,675,80,80,class0,313,1201,3600,0,6400
1480,1480,ssd_20170320_12.png,1018,671,80,80,class0,312,1201,3600,0,6400
1481,1481,ssd_20170320_18.png,1025,673,80,80,class0,313,1201,3600,0,6400
1482,1482,ssd_20170320_12.png,1126,696,80,80,class0,312,1201,3600,0,6400
1483,1483,ssd_20170320_18.png,1146,695,80,80,class1,313,1201,3600,0,6400
1484,1484,ssd_20170320_12.png,529,681,80,80,class0,312,1201,3600,0,6400
1485,1485,ssd_20170320_12.png,1684,674,80,80,class0,312,1201,3600,0,6400
1486,1486,ssd_20170320_18.png,1689,677,80,80,class0,313,1201,3600,0,6400
1487,1487,ssd_20170320_12.png,1214,452,80,80,class0,312,1201,3600,0,6400
1488,1488,ssd_20170321_00.png,1160,718,80,80,class0,314,1201,3600,0,6400
1489,1489,ssd_20170321_06.png,1144,711,80,80,class1,315,1201,3600,0,6400
1490,1490,ssd_20170321_00.png,1189,438,80,80,class0,314,1201,3600,0,6400
1491,1491,ssd_20170321_06.png,1184,435,80,80,class0,315,1201,3600,0,6400
1492,1492,ssd_20170321_12.png,1121,723,80,80,class1,316,1201,3600,0,6400
1493,1493,ssd_20170321_18.png,1122,725,80,80,class1,317,1201,3600,0,6400
1494,1494,ssd_20170321_12.png,1497,682,80,80,class0,316,1201,3600,0,6400
1495,1495,ssd_20170322_00.png,931,665,80,80,class1,318,1201,3600,0,6400
1496,1496,ssd_20170322_06.png,938,653,80,80,class1,319,1201,3600,0,6400
1497,1497,ssd_20170322_00.png,1030,701,80,80,class1,318,1201,3600,0,6400
1498,1498,ssd_20170322_06.png,1025,699,80,80,class1,319,1201,3600,0,6400
1499,1499,ssd_20170322_00.png,1130,732,80,80,class1,318,1201,3600,0,6400
1500,1500,ssd_20170322_06.png,1121,742,80,80,class1,319,1201,3600,0,6400
1501,1501,ssd_20170322_00.png,1249,704,80,80,class0,318,1201,3600,0,6400
1502,1502,ssd_20170322_06.png,1270,701,80,80,class1,319,1201,3600,0,6400
1503,1503,ssd_20170322_00.png,1491,687,80,80,class0,318,1201,3600,0,6400
1504,1504,ssd_20170322_06.png,1482,677,80,80,class1,319,1201,3600,0,6400
1505,1505,ssd_20170322_00.png,559,678,80,80,class0,318,1201,3600,0,6400
1506,1506,ssd_20170322_06.png,556,675,80,80,class0,319,1201,3600,0,6400
1507,1507,ssd_20170322_12.png,958,666,80,80,class1,320,1201,3600,0,6400
1508,1508,ssd_20170322_18.png,959,675,80,80,class1,321,1201,3600,0,6400
1509,1509,ssd_20170322_12.png,1035,702,80,80,class1,320,1201,3600,0,6400
1510,1510,ssd_20170322_18.png,1044,704,80,80,class1,321,1201,3600,0,6400
1511,1511,ssd_20170322_12.png,1124,740,80,80,class1,320,1201,3600,0,6400
1512,1512,ssd_20170322_18.png,1138,746,80,80,class1,321,1201,3600,0,6400
1515,1515,ssd_20170322_12.png,554,674,80,80,class0,320,1201,3600,0,6400
1516,1516,ssd_20170322_12.png,758,652,80,80,class0,320,1201,3600,0,6400
1517,1517,ssd_20170322_18.png,765,646,80,80,class0,321,1201,3600,0,6400
1518,1518,ssd_20170323_00.png,959,677,80,80,class1,322,1201,3600,0,6400
1519,1519,ssd_20170323_06.png,964,682,80,80,class1,323,1201,3600,0,6400
1520,1520,ssd_20170323_00.png,1142,758,80,80,class1,322,1201,3600,0,6400
1521,1521,ssd_20170323_06.png,1139,771,80,80,class1,323,1201,3600,0,6400
1522,1522,ssd_20170323_00.png,1266,667,80,80,class0,322,1201,3600,0,6400
1523,1523,ssd_20170323_06.png,1273,668,80,80,class0,323,1201,3600,0,6400
1524,1524,ssd_20170323_00.png,1481,692,80,80,class0,322,1201,3600,0,6400
1525,1525,ssd_20170323_06.png,1485,701,80,80,class1,323,1201,3600,0,6400
1526,1526,ssd_20170323_12.png,969,690,80,80,class1,324,1201,3600,0,6400
1527,1527,ssd_20170323_18.png,959,692,80,80,class1,325,1201,3600,0,6400
1528,1528,ssd_20170323_12.png,1146,774,80,80,class1,324,1201,3600,0,6400
1529,1529,ssd_20170323_18.png,1146,782,80,80,class1,325,1201,3600,0,6400
1530,1530,ssd_20170323_12.png,1475,711,80,80,class1,324,1201,3600,0,6400
1531,1531,ssd_20170323_18.png,1473,712,80,80,class1,325,1201,3600,0,6400
1533,1533,ssd_20170324_00.png,965,700,80,80,class1,326,1201,3600,0,6400
1534,1534,ssd_20170324_06.png,964,704,80,80,class1,327,1201,3600,0,6400
1535,1535,ssd_20170324_00.png,1122,712,80,80,class1,326,1201,3600,0,6400
1536,1536,ssd_20170324_06.png,1141,716,80,80,class1,327,1201,3600,0,6400
1537,1537,ssd_20170324_00.png,1151,799,80,80,class1,326,1201,3600,0,6400
1538,1538,ssd_20170324_06.png,1146,809,80,80,class1,327,1201,3600,0,6400
1539,1539,ssd_20170324_00.png,1473,715,80,80,class1,326,1201,3600,0,6400
1540,1540,ssd_20170324_06.png,1478,725,80,80,class1,327,1201,3600,0,6400
1541,1541,ssd_20170324_00.png,571,694,80,80,class0,326,1201,3600,0,6400
1542,1542,ssd_20170324_06.png,566,694,80,80,class0,327,1201,3600,0,6400
1543,1543,ssd_20170324_12.png,965,706,80,80,class1,328,1201,3600,0,6400
1544,1544,ssd_20170324_18.png,966,709,80,80,class1,329,1201,3600,0,6400
1545,1545,ssd_20170324_12.png,1151,716,80,80,class1,328,1201,3600,0,6400
1546,1546,ssd_20170324_18.png,1159,718,80,80,class1,329,1201,3600,0,6400
1547,1547,ssd_20170324_12.png,1266,671,80,80,class0,328,1201,3600,0,6400
1548,1548,ssd_20170324_18.png,1255,682,80,80,class1,329,1201,3600,0,6400
1549,1549,ssd_20170324_12.png,1477,732,80,80,class1,328,1201,3600,0,6400
1550,1550,ssd_20170324_18.png,1475,727,80,80,class1,329,1201,3600,0,6400
1551,1551,ssd_20170324_12.png,554,701,80,80,class0,328,1201,3600,0,6400
1554,1554,ssd_20170325_00.png,964,712,80,80,class1,330,1201,3600,0,6400
1555,1555,ssd_20170325_06.png,962,716,80,80,class1,331,1201,3600,0,6400
1556,1556,ssd_20170325_00.png,1249,675,80,80,class1,330,1201,3600,0,6400
1557,1557,ssd_20170325_06.png,1253,674,80,80,class1,331,1201,3600,0,6400
1558,1558,ssd_20170325_00.png,1478,730,80,80,class1,330,1201,3600,0,6400
1559,1559,ssd_20170325_06.png,1480,735,80,80,class1,331,1201,3600,0,6400
1562,1562,ssd_20170325_12.png,961,719,80,80,class1,332,1201,3600,0,6400
1563,1563,ssd_20170325_18.png,958,719,80,80,class1,333,1201,3600,0,6400
1564,1564,ssd_20170325_12.png,1480,737,80,80,class2,332,1201,3600,0,6400
1565,1565,ssd_20170325_18.png,1475,739,80,80,class2,333,1201,3600,0,6400
1566,1566,ssd_20170325_12.png,516,695,80,80,class0,332,1201,3600,0,6400
1567,1567,ssd_20170325_18.png,514,688,80,80,class0,333,1201,3600,0,6400
1572,1572,ssd_20170326_00.png,955,718,80,80,class1,334,1201,3600,0,6400
1573,1573,ssd_20170326_06.png,950,718,80,80,class1,335,1201,3600,0,6400
1576,1576,ssd_20170326_00.png,1473,744,80,80,class2,334,1201,3600,0,6400
1577,1577,ssd_20170326_06.png,1470,744,80,80,class2,335,1201,3600,0,6400
1582,1582,ssd_20170326_00.png,508,694,80,80,class0,334,1201,3600,0,6400
1587,1587,ssd_20170326_12.png,944,718,80,80,class1,336,1201,3600,0,6400
1588,1588,ssd_20170326_18.png,940,716,80,80,class1,337,1201,3600,0,6400
1589,1589,ssd_20170326_12.png,1467,749,80,80,class1,336,1201,3600,0,6400
1590,1590,ssd_20170326_18.png,1463,747,80,80,class2,337,1201,3600,0,6400
1593,1593,ssd_20170326_12.png,491,694,80,80,class0,336,1201,3600,0,6400
1594,1594,ssd_20170326_18.png,488,695,80,80,class0,337,1201,3600,0,6400
1595,1595,ssd_20170326_12.png,1466,549,80,80,class0,336,1201,3600,0,6400
1600,1600,ssd_20170327_00.png,3295,526,80,80,class0,338,1201,3600,0,6400
1601,1601,ssd_20170327_00.png,1464,754,80,80,class1,338,1201,3600,0,6400
1602,1602,ssd_20170327_06.png,1461,756,80,80,class2,339,1201,3600,0,6400
1603,1603,ssd_20170327_00.png,1647,504,80,80,class0,338,1201,3600,0,6400
1608,1608,ssd_20170327_12.png,1460,754,80,80,class2,340,1201,3600,0,6400
1609,1609,ssd_20170327_18.png,1454,757,80,80,class2,341,1201,3600,0,6400
1612,1612,ssd_20170328_00.png,921,715,80,80,class1,342,1201,3600,0,6400
1613,1613,ssd_20170328_06.png,913,716,80,80,class1,343,1201,3600,0,6400
1614,1614,ssd_20170328_00.png,1449,758,80,80,class3,342,1201,3600,0,6400
1615,1615,ssd_20170328_06.png,1446,763,80,80,class3,343,1201,3600,0,6400
1616,1616,ssd_20170328_00.png,2307,615,80,80,class0,342,1201,3600,0,6400
1617,1617,ssd_20170328_06.png,2304,611,80,80,class0,343,1201,3600,0,6400
1620,1620,ssd_20170328_12.png,1436,765,80,80,class2,344,1201,3600,0,6400
1621,1621,ssd_20170328_18.png,1432,770,80,80,class2,345,1201,3600,0,6400
1622,1622,ssd_20170328_12.png,1516,504,80,80,class0,344,1201,3600,0,6400
1623,1623,ssd_20170328_18.png,1490,495,80,80,class0,345,1201,3600,0,6400
1628,1628,ssd_20170329_00.png,902,718,80,80,class0,346,1201,3600,0,6400
1629,1629,ssd_20170329_06.png,893,720,80,80,class0,347,1201,3600,0,6400
1630,1630,ssd_20170329_00.png,1426,775,80,80,class1,346,1201,3600,0,6400
1631,1631,ssd_20170329_06.png,1428,779,80,80,class1,347,1201,3600,0,6400
1632,1632,ssd_20170329_00.png,1705,948,80,80,class0,346,1201,3600,0,6400
1633,1633,ssd_20170329_06.png,1710,965,80,80,class0,347,1201,3600,0,6400
1636,1636,ssd_20170329_12.png,1432,785,80,80,class1,348,1201,3600,0,6400
1637,1637,ssd_20170329_18.png,1442,799,80,80,class1,349,1201,3600,0,6400
1638,1638,ssd_20170330_00.png,3022,234,80,80,class2,350,1201,3600,0,6400
1639,1639,ssd_20170330_06.png,3039,218,80,80,class2,351,1201,3600,0,6400
1642,1642,ssd_20170330_00.png,1454,803,80,80,class1,350,1201,3600,0,6400
1643,1643,ssd_20170330_06.png,1477,824,80,80,class1,351,1201,3600,0,6400
1646,1646,ssd_20170330_12.png,3056,204,80,80,class2,352,1201,3600,0,6400
1648,1648,ssd_20170330_12.png,1492,836,80,80,class1,352,1201,3600,0,6400
1649,1649,ssd_20170330_18.png,1504,839,80,80,class1,353,1201,3600,0,6400
1650,1650,ssd_20170330_12.png,1789,646,80,80,class0,352,1201,3600,0,6400
1651,1651,ssd_20170330_18.png,1788,657,80,80,class0,353,1201,3600,0,6400
1652,1652,ssd_20170330_12.png,1679,481,80,80,class0,352,1201,3600,0,6400
1653,1653,ssd_20170331_00.png,1519,839,80,80,class1,354,1201,3600,0,6400
1654,1654,ssd_20170331_06.png,1534,846,80,80,class1,355,1201,3600,0,6400
1659,1659,ssd_20170331_12.png,1542,843,80,80,class1,356,1201,3600,0,6400
1660,1660,ssd_20170331_18.png,1551,844,80,80,class1,357,1201,3600,0,6400
1661,1661,ssd_20170331_12.png,1549,976,80,80,class1,356,1201,3600,0,6400
1662,1662,ssd_20170331_18.png,1575,985,80,80,class1,357,1201,3600,0,6400
1663,1663,ssd_20170331_12.png,411,708,80,80,class0,356,1201,3600,0,6400
1664,1664,ssd_20170331_18.png,404,705,80,80,class0,357,1201,3600,0,6400
1669,1669,ssd_20170401_00.png,1259,652,80,80,class0,358,1201,3600,0,6400
1672,1672,ssd_20170401_12.png,1208,636,80,80,class0,360,1201,3600,0,6400
1673,1673,ssd_20170401_18.png,1191,640,80,80,class0,361,1201,3600,0,6400
1674,1674,ssd_20170401_12.png,1550,661,80,80,class0,360,1201,3600,0,6400
1677,1677,ssd_20170402_00.png,1189,650,80,80,class0,362,1201,3600,0,6400
1678,1678,ssd_20170402_06.png,1186,647,80,80,class0,363,1201,3600,0,6400
1681,1681,ssd_20170402_12.png,1783,695,80,80,class0,364,1201,3600,0,6400
1682,1682,ssd_20170402_18.png,1760,695,80,80,class0,365,1201,3600,0,6400
1683,1683,ssd_20170402_12.png,1877,696,80,80,class1,364,1201,3600,0,6400
1684,1684,ssd_20170402_12.png,2179,633,80,80,class0,364,1201,3600,0,6400
1687,1687,ssd_20170403_00.png,1165,650,80,80,class0,366,1201,3600,0,6400
1692,1692,ssd_20170403_12.png,1699,684,80,80,class0,368,1201,3600,0,6400
1693,1693,ssd_20170403_12.png,1865,697,80,80,class1,368,1201,3600,0,6400
1694,1694,ssd_20170403_18.png,1866,711,80,80,class1,369,1201,3600,0,6400
1695,1695,ssd_20170403_12.png,997,512,80,80,class0,368,1201,3600,0,6400
1696,1696,ssd_20170403_18.png,985,502,80,80,class0,369,1201,3600,0,6400
1699,1699,ssd_20170404_00.png,1125,653,80,80,class0,370,1201,3600,0,6400
1700,1700,ssd_20170404_06.png,1122,657,80,80,class0,371,1201,3600,0,6400
1701,1701,ssd_20170404_00.png,1861,719,80,80,class1,370,1201,3600,0,6400
1702,1702,ssd_20170404_06.png,1859,733,80,80,class1,371,1201,3600,0,6400
1703,1703,ssd_20170404_00.png,986,497,80,80,class0,370,1201,3600,0,6400
1704,1704,ssd_20170404_06.png,983,494,80,80,class0,371,1201,3600,0,6400
1705,1705,ssd_20170404_00.png,1269,525,80,80,class0,370,1201,3600,0,6400
1706,1706,ssd_20170404_06.png,1259,539,80,80,class0,371,1201,3600,0,6400
1709,1709,ssd_20170404_12.png,1104,661,80,80,class0,372,1201,3600,0,6400
1710,1710,ssd_20170404_18.png,1096,661,80,80,class0,373,1201,3600,0,6400
1711,1711,ssd_20170404_12.png,1436,685,80,80,class0,372,1201,3600,0,6400
1712,1712,ssd_20170404_18.png,1423,678,80,80,class1,373,1201,3600,0,6400
1713,1713,ssd_20170404_12.png,1722,681,80,80,class1,372,1201,3600,0,6400
1714,1714,ssd_20170404_18.png,1724,694,80,80,class1,373,1201,3600,0,6400
1715,1715,ssd_20170404_12.png,1858,742,80,80,class1,372,1201,3600,0,6400
1716,1716,ssd_20170404_18.png,1858,747,80,80,class1,373,1201,3600,0,6400
1717,1717,ssd_20170404_12.png,2093,841,80,80,class1,372,1201,3600,0,6400
1718,1718,ssd_20170404_18.png,2105,854,80,80,class1,373,1201,3600,0,6400
1719,1719,ssd_20170404_12.png,980,495,80,80,class0,372,1201,3600,0,6400
1720,1720,ssd_20170404_18.png,980,494,80,80,class0,373,1201,3600,0,6400
1723,1723,ssd_20170405_00.png,1097,670,80,80,class0,374,1201,3600,0,6400
1724,1724,ssd_20170405_06.png,1085,681,80,80,class1,375,1201,3600,0,6400
1725,1725,ssd_20170405_00.png,1729,675,80,80,class1,374,1201,3600,0,6400
1726,1726,ssd_20170405_06.png,1729,685,80,80,class1,375,1201,3600,0,6400
1727,1727,ssd_20170405_00.png,1859,753,80,80,class1,374,1201,3600,0,6400
1728,1728,ssd_20170405_06.png,1858,761,80,80,class1,375,1201,3600,0,6400
1729,1729,ssd_20170405_00.png,2107,862,80,80,class1,374,1201,3600,0,6400
1730,1730,ssd_20170405_06.png,2111,855,80,80,class1,375,1201,3600,0,6400
1731,1731,ssd_20170405_00.png,978,490,80,80,class0,374,1201,3600,0,6400
1732,1732,ssd_20170405_06.png,978,484,80,80,class0,375,1201,3600,0,6400
1733,1733,ssd_20170405_12.png,1075,678,80,80,class1,376,1201,3600,0,6400
1734,1734,ssd_20170405_18.png,1075,684,80,80,class1,377,1201,3600,0,6400
1735,1735,ssd_20170405_12.png,1814,713,80,80,class0,376,1201,3600,0,6400
1736,1736,ssd_20170405_12.png,1852,761,80,80,class1,376,1201,3600,0,6400
1737,1737,ssd_20170405_12.png,2128,846,80,80,class1,376,1201,3600,0,6400
1738,1738,ssd_20170405_18.png,2153,850,80,80,class1,377,1201,3600,0,6400
1739,1739,ssd_20170405_12.png,978,480,80,80,class1,376,1201,3600,0,6400
1740,1740,ssd_20170405_18.png,975,475,80,80,class0,377,1201,3600,0,6400
1741,1741,ssd_20170405_12.png,1246,485,80,80,class0,376,1201,3600,0,6400
1742,1742,ssd_20170406_00.png,2838,519,80,80,class0,378,1201,3600,0,6400
1743,1743,ssd_20170406_00.png,1070,691,80,80,class1,378,1201,3600,0,6400
1744,1744,ssd_20170406_06.png,1065,695,80,80,class1,379,1201,3600,0,6400
1745,1745,ssd_20170406_00.png,292,569,80,80,class0,378,1201,3600,0,6400
1746,1746,ssd_20170406_06.png,297,566,80,80,class0,379,1201,3600,0,6400
1747,1747,ssd_20170406_00.png,1699,685,80,80,class1,378,1201,3600,0,6400
1748,1748,ssd_20170406_06.png,1709,687,80,80,class1,379,1201,3600,0,6400
1749,1749,ssd_20170406_00.png,1855,767,80,80,class1,378,1201,3600,0,6400
1750,1750,ssd_20170406_06.png,1878,778,80,80,class1,379,1201,3600,0,6400
1751,1751,ssd_20170406_12.png,1063,702,80,80,class1,380,1201,3600,0,6400
1752,1752,ssd_20170406_18.png,1062,702,80,80,class1,381,1201,3600,0,6400
1753,1753,ssd_20170406_12.png,1665,668,80,80,class0,380,1201,3600,0,6400
1754,1754,ssd_20170406_12.png,1868,784,80,80,class1,380,1201,3600,0,6400
1755,1755,ssd_20170406_18.png,1892,785,80,80,class1,381,1201,3600,0,6400
1756,1756,ssd_20170407_00.png,1063,706,80,80,class1,382,1201,3600,0,6400
1757,1757,ssd_20170407_06.png,1061,712,80,80,class2,383,1201,3600,0,6400
1758,1758,ssd_20170407_00.png,1301,642,80,80,class0,382,1201,3600,0,6400
1759,1759,ssd_20170407_06.png,1290,642,80,80,class1,383,1201,3600,0,6400
1760,1760,ssd_20170407_00.png,1376,662,80,80,class0,382,1201,3600,0,6400
1763,1763,ssd_20170407_00.png,1657,684,80,80,class1,382,1201,3600,0,6400
1764,1764,ssd_20170407_06.png,1653,691,80,80,class1,383,1201,3600,0,6400
1765,1765,ssd_20170407_00.png,1875,781,80,80,class1,382,1201,3600,0,6400
1766,1766,ssd_20170407_06.png,1866,784,80,80,class1,383,1201,3600,0,6400
1768,1768,ssd_20170407_12.png,1063,718,80,80,class1,384,1201,3600,0,6400
1769,1769,ssd_20170407_18.png,1059,719,80,80,class1,385,1201,3600,0,6400
1770,1770,ssd_20170407_12.png,1288,633,80,80,class1,384,1201,3600,0,6400
1771,1771,ssd_20170407_12.png,1374,654,80,80,class0,384,1201,3600,0,6400
1772,1772,ssd_20170407_18.png,1385,659,80,80,class0,385,1201,3600,0,6400
1773,1773,ssd_20170407_12.png,1648,699,80,80,class1,384,1201,3600,0,6400
1774,1774,ssd_20170407_18.png,1643,709,80,80,class1,385,1201,3600,0,6400
1775,1775,ssd_20170407_12.png,1865,779,80,80,class1,384,1201,3600,0,6400
1776,1776,ssd_20170407_18.png,1864,781,80,80,class1,385,1201,3600,0,6400
1777,1777,ssd_20170408_00.png,1058,719,80,80,class1,386,1201,3600,0,6400
1778,1778,ssd_20170408_06.png,1054,722,80,80,class1,387,1201,3600,0,6400
1779,1779,ssd_20170408_00.png,1293,635,80,80,class1,386,1201,3600,0,6400
1780,1780,ssd_20170408_06.png,1284,640,80,80,class1,387,1201,3600,0,6400
1781,1781,ssd_20170408_00.png,1448,620,80,80,class0,386,1201,3600,0,6400
1782,1782,ssd_20170408_06.png,1454,623,80,80,class0,387,1201,3600,0,6400
1785,1785,ssd_20170408_00.png,1644,719,80,80,class1,386,1201,3600,0,6400
1786,1786,ssd_20170408_06.png,1641,723,80,80,class2,387,1201,3600,0,6400
1787,1787,ssd_20170408_00.png,1858,779,80,80,class1,386,1201,3600,0,6400
1788,1788,ssd_20170408_06.png,1855,781,80,80,class1,387,1201,3600,0,6400
1789,1789,ssd_20170408_00.png,2063,757,80,80,class0,386,1201,3600,0,6400
1792,1792,ssd_20170408_12.png,1049,725,80,80,class1,388,1201,3600,0,6400
1793,1793,ssd_20170408_18.png,1041,727,80,80,class1,389,1201,3600,0,6400
1794,1794,ssd_20170408_12.png,1280,632,80,80,class1,388,1201,3600,0,6400
1795,1795,ssd_20170408_18.png,1279,635,80,80,class1,389,1201,3600,0,6400
1796,1796,ssd_20170408_12.png,1640,725,80,80,class2,388,1201,3600,0,6400
1797,1797,ssd_20170408_18.png,1641,730,80,80,class2,389,1201,3600,0,6400
1798,1798,ssd_20170408_12.png,1845,782,80,80,class1,388,1201,3600,0,6400
1799,1799,ssd_20170408_18.png,1837,782,80,80,class1,389,1201,3600,0,6400
1800,1800,ssd_20170408_12.png,1547,470,80,80,class0,388,1201,3600,0,6400
1805,1805,ssd_20170409_00.png,959,632,80,80,class0,390,1201,3600,0,6400
1806,1806,ssd_20170409_00.png,1035,729,80,80,class1,390,1201,3600,0,6400
1807,1807,ssd_20170409_06.png,1027,735,80,80,class1,391,1201,3600,0,6400
1808,1808,ssd_20170409_00.png,1279,635,80,80,class1,390,1201,3600,0,6400
1809,1809,ssd_20170409_06.png,1280,636,80,80,class1,391,1201,3600,0,6400
1810,1810,ssd_20170409_00.png,1499,625,80,80,class0,390,1201,3600,0,6400
1811,1811,ssd_20170409_06.png,1480,630,80,80,class1,391,1201,3600,0,6400
1816,1816,ssd_20170409_00.png,926,499,80,80,class0,390,1201,3600,0,6400
1817,1817,ssd_20170409_06.png,924,480,80,80,class0,391,1201,3600,0,6400
1818,1818,ssd_20170409_00.png,1636,736,80,80,class2,390,1201,3600,0,6400
1819,1819,ssd_20170409_06.png,1633,743,80,80,class2,391,1201,3600,0,6400
1820,1820,ssd_20170409_00.png,1830,782,80,80,class1,390,1201,3600,0,6400
1821,1821,ssd_20170409_06.png,1821,782,80,80,class1,391,1201,3600,0,6400
1822,1822,ssd_20170409_12.png,1018,737,80,80,class1,392,1201,3600,0,6400
1823,1823,ssd_20170409_18.png,1009,740,80,80,class1,393,1201,3600,0,6400
1824,1824,ssd_20170409_12.png,1290,638,80,80,class1,392,1201,3600,0,6400
1825,1825,ssd_20170409_18.png,1293,650,80,80,class1,393,1201,3600,0,6400
1826,1826,ssd_20170409_12.png,1491,623,80,80,class1,392,1201,3600,0,6400
1827,1827,ssd_20170409_18.png,1512,626,80,80,class1,393,1201,3600,0,6400
1830,1830,ssd_20170409_12.png,1627,746,80,80,class3,392,1201,3600,0,6400
1831,1831,ssd_20170409_18.png,1622,753,80,80,class3,393,1201,3600,0,6400
1832,1832,ssd_20170409_12.png,1823,791,80,80,class1,392,1201,3600,0,6400
1833,1833,ssd_20170409_18.png,1828,801,80,80,class1,393,1201,3600,0,6400
1834,1834,ssd_20170409_12.png,1435,520,80,80,class0,392,1201,3600,0,6400
1835,1835,ssd_20170409_18.png,1435,532,80,80,class1,393,1201,3600,0,6400
1836,1836,ssd_20170410_00.png,996,744,80,80,class1,394,1201,3600,0,6400
1837,1837,ssd_20170410_06.png,985,747,80,80,class1,395,1201,3600,0,6400
1838,1838,ssd_20170410_00.png,1286,652,80,80,class1,394,1201,3600,0,6400
1839,1839,ssd_20170410_06.png,1279,659,80,80,class1,395,1201,3600,0,6400
1840,1840,ssd_20170410_00.png,1508,633,80,80,class1,394,1201,3600,0,6400
